practice_code,gpps_overall_pct,gpps_contact_pct,gpps_responses
F84012,60.0,48.6,56
F84013,70.4,62.1,93
F84014,70.2,65.5,54
F84015,89.1,82.7,48
F84016,61.6,59.4,75
F84017,62.0,69.3,131
F84018,85.4,80.5,108
F84021,82.0,75.6,99
F84022,74.8,76.0,74
F84025,48.9,43.1,58
F84030,64.5,59.2,26
F84031,70.6,64.2,116
F84033,89.5,82.1,111
F84034,64.2,62.5,86
F84035,87.4,85.0,237
F84036,77.6,84.6,73
F84038,82.2,78.3,31
F84039,59.2,53.1,236
F84044,65.8,64.7,56
F84047,71.5,63.3,79
F84050,70.1,58.5,89
F84051,76.1,82.7,82
F84052,71.4,67.2,124
F84053,81.8,76.3,64
F84054,62.4,59.4,79
F84055,73.1,78.8,31
F84060,91.3,90.4,49
F84062,69.2,70.7,100
F84063,84.7,86.5,59
F84069,78.7,77.5,115
F84070,75.6,77.5,74
F84072,81.1,80.8,118
F84074,55.4,53.3,59
F84077,84.9,85.3,85
F84079,68.8,64.9,83
F84080,59.6,54.2,56
F84081,52.7,51.3,79
F84083,70.1,54.3,71
F84086,81.8,76.5,56
F84087,59.9,40.3,58
F84088,70.9,68.3,56
F84092,66.5,59.8,92
F84093,69.4,64.3,127
F84096,72.5,73.9,134
F84097,79.5,79.1,97
F84105,92.6,85.5,111
F84111,91.2,86.1,101
F84114,58.6,53.9,68
F84115,86.8,80.4,86
F84117,82.5,73.9,87
F84118,66.7,60.4,88
F84119,69.2,72.3,93
F84121,60.6,50.6,90
F84122,58.5,55.4,104
F84123,61.4,58.3,128
F84124,72.7,73.6,38
F84601,83.2,74.3,65
F84619,76.6,73.2,41
F84620,92.1,87.5,79
F84621,71.9,68.6,36
F84632,90.4,91.0,13
F84635,92.3,90.3,99
F84636,88.4,84.0,65
F84640,71.2,78.1,81
F84641,79.0,79.8,26
F84642,68.7,62.8,101
F84647,74.3,69.0,126
F84656,74.7,69.5,85
F84658,72.2,67.9,70
F84660,89.5,87.0,30
F84666,59.7,63.4,37
F84668,72.1,68.5,35
F84669,64.1,55.3,62
F84670,78.7,73.4,51
F84672,74.3,73.7,61
F84677,85.4,74.1,62
F84681,74.2,73.7,73
F84686,48.9,54.2,30
F84692,75.2,71.8,80
F84694,82.4,88.4,42
F84696,73.5,72.0,46
F84698,76.7,77.9,110
F84710,55.0,48.1,82
F84716,76.1,72.5,40
F84717,84.4,82.2,109
F84718,78.4,74.0,114
F84719,84.6,91.6,50
F84720,79.1,77.0,41
F84724,76.7,71.4,137
F84729,74.1,80.5,37
F84730,54.2,51.6,53
F84731,90.7,89.6,24
F84733,82.2,89.9,11
F84735,82.8,71.7,69
F84739,92.9,85.0,49
F84740,88.4,83.6,37
F84741,71.9,61.0,17
F84747,46.4,42.2,130
F84749,58.4,54.0,150
F86001,79.2,73.0,100
F86004,73.1,63.7,114
F86005,56.6,54.0,47
F86006,66.0,66.2,45
F86007,84.7,84.3,114
F86008,60.9,56.2,97
F86009,63.1,55.4,47
F86010,60.2,69.3,100
F86011,53.1,54.5,52
F86012,84.1,79.9,85
F86013,49.7,42.0,30
F86018,56.3,57.3,55
F86020,96.7,95.9,63
F86022,62.2,54.0,99
F86023,89.6,76.6,96
F86025,58.0,37.8,108
F86026,74.4,70.7,53
F86028,45.6,34.6,49
F86030,78.2,80.8,64
F86032,74.1,71.4,68
F86034,59.4,49.2,43
F86036,64.2,60.7,96
F86038,79.9,76.6,90
F86040,72.3,74.7,39
F86042,65.7,53.4,39
F86044,81.7,82.8,87
F86045,75.5,72.9,16
F86057,79.2,75.5,65
F86058,57.3,52.0,82
F86060,58.7,51.6,85
F86062,55.5,56.6,36
F86064,93.8,81.3,46
F86066,77.6,80.0,60
F86074,59.8,60.2,86
F86078,70.7,56.9,49
F86081,86.5,84.5,61
F86082,58.6,58.1,37
F86083,66.9,60.9,44
F86085,77.8,71.0,29
F86086,77.2,73.2,45
F86087,49.8,55.2,36
F86088,81.6,73.3,44
F86607,71.0,68.6,131
F86612,77.5,79.6,24
F86616,82.1,82.6,70
F86621,83.9,83.6,59
F86624,89.8,87.8,31
F86625,71.7,56.7,44
F86626,62.8,58.8,53
F86627,81.7,78.9,116
F86637,46.7,38.8,24
F86638,79.8,75.3,36
F86641,81.5,79.1,67
F86644,77.6,70.2,69
F86650,86.7,84.8,79
F86652,59.7,57.1,41
F86657,88.3,84.1,74
F86658,87.8,82.0,54
F86664,86.2,79.1,73
F86666,70.8,75.9,112
F86679,87.3,77.1,58
F86689,82.8,79.5,34
F86691,78.4,79.5,88
F86692,56.2,56.9,61
F86696,74.6,75.2,60
F86698,85.8,78.0,52
F86700,73.0,75.0,28
F86701,80.6,76.2,33
F86702,68.4,58.6,32
F86705,91.7,92.6,34
F86707,63.7,58.4,42
F86708,78.9,75.6,23
F86712,76.2,77.2,27
F86731,86.9,77.6,42
Y00090,60.3,58.6,50
Y00155,47.0,43.2,48
Y00312,71.1,63.7,31
Y00403,74.1,60.5,62
Y00918,73.3,57.4,49
Y01280,54.1,68.3,13
Y01291,81.7,91.4,81
Y01719,66.4,63.9,55
Y01795,69.0,61.7,54
Y01839,71.7,64.3,52
Y02575,75.3,68.9,153
Y02928,60.2,41.4,143
Y02973,74.7,82.7,62
Y02987,52.8,52.6,166
Y03023,42.4,51.7,138
Y03049,87.7,89.4,141
Y04273,63.2,68.3,133
Y06592,,,-97
Y08371,58.5,52.8,19
M84001,57.1,54.0,80
M84002,89.9,88.5,77
M84003,72.5,75.6,71
M84004,86.2,88.2,174
M84005,79.6,66.7,40
M84006,85.9,76.2,95
M84007,68.3,55.3,94
M84008,54.9,54.3,44
M84009,89.1,88.2,50
M84010,83.1,77.9,90
M84011,61.2,54.3,134
M84012,78.2,78.9,132
M84013,81.2,70.3,109
M84014,86.9,81.1,90
M84015,72.6,72.1,109
M84016,93.1,87.9,45
M84017,87.6,79.4,134
M84018,88.0,86.3,132
M84019,84.2,82.6,145
M84020,76.3,77.5,114
M84021,88.1,87.5,159
M84022,61.4,63.2,53
M84023,83.3,70.2,171
M84024,98.9,97.3,71
M84025,86.6,88.9,110
M84026,98.7,92.8,74
M84028,76.0,66.2,150
M84029,93.5,73.8,76
M84030,89.0,90.1,124
M84031,91.4,87.3,72
M84032,89.0,87.0,132
M84034,78.3,80.8,18
M84035,77.8,85.5,94
M84036,82.0,82.3,134
M84037,77.3,65.8,95
M84040,81.8,81.6,94
M84041,85.0,81.2,62
M84042,71.1,53.5,77
M84043,83.0,79.9,187
M84044,85.3,85.6,52
M84046,96.6,96.4,81
M84047,92.3,80.7,53
M84049,91.2,91.0,58
M84050,84.4,80.6,68
M84051,90.0,78.1,122
M84055,82.0,88.1,20
M84059,75.2,78.0,29
M84060,93.0,90.4,66
M84061,93.0,90.6,59
M84062,94.6,94.6,71
M84063,91.2,81.0,67
M84064,74.0,62.7,52
M84065,78.3,77.6,64
M84066,84.2,80.6,57
M84067,92.3,90.0,75
M84069,100.0,99.1,69
M84070,73.2,72.8,87
M84609,71.5,62.5,34
M84612,84.8,78.1,70
M84615,86.1,81.4,70
M84616,97.4,94.1,45
M84618,81.9,77.1,33
M84620,98.1,95.9,31
M84621,81.8,81.4,23
M84627,74.6,66.2,30
M84629,94.8,95.6,110
M86001,90.8,80.3,63
M86002,68.7,65.9,57
M86003,90.0,85.7,152
M86004,89.4,83.5,204
M86005,73.2,71.6,47
M86006,74.9,75.3,79
M86007,79.9,68.1,51
M86008,66.8,60.3,69
M86009,91.6,88.5,260
M86010,82.8,76.2,106
M86012,77.9,85.6,86
M86014,88.2,89.3,187
M86015,78.6,82.7,110
M86016,85.0,87.6,180
M86017,84.9,84.5,91
M86018,77.4,76.4,93
M86019,83.4,80.2,37
M86020,68.5,64.3,50
M86021,76.1,73.0,56
M86027,90.9,92.2,131
M86028,83.2,80.4,29
M86029,65.9,62.6,133
M86030,74.5,76.8,43
M86032,60.9,61.8,74
M86033,83.2,85.2,36
M86034,75.0,71.6,76
M86035,81.4,63.3,64
M86037,67.6,71.5,25
M86038,80.7,78.1,23
M86039,82.3,69.5,41
M86040,73.9,73.8,29
M86041,93.3,91.7,94
M86044,85.5,91.0,40
M86045,59.0,55.3,45
M86046,69.5,62.8,37
M86048,61.7,66.9,49
M86605,82.4,74.9,26
M86610,75.5,72.3,65
M86612,88.7,82.3,36
M86617,79.6,77.3,38
M86622,80.4,74.0,28
M86624,63.9,51.2,80
M86627,75.1,74.3,47
M86633,58.8,52.2,32
M86638,91.9,84.5,64
Y00060,97.3,88.3,6
Y00140,95.5,95.3,21
Y00996,87.2,87.8,41
Y04882,82.2,76.2,27
Y04884,74.1,61.5,26
Y04965,60.7,54.8,126
Y04969,61.8,60.9,28
Y06218,70.2,55.8,66
M87001,80.6,63.3,57
M87003,75.9,64.6,152
M87005,85.1,78.1,114
M87006,90.1,86.4,81
M87007,96.4,92.0,120
M87008,92.0,84.3,83
M87009,80.2,73.7,137
M87010,67.1,59.1,61
M87011,70.8,63.7,204
M87012,81.9,78.0,57
M87013,65.3,54.2,74
M87014,80.3,70.4,67
M87015,75.0,80.7,62
M87016,67.7,70.7,49
M87017,72.5,71.2,62
M87018,83.8,70.9,64
M87019,60.2,63.5,36
M87020,65.0,62.5,61
M87021,80.3,79.9,62
M87023,83.5,81.8,86
M87024,88.3,81.3,206
M87025,70.3,76.4,33
M87026,80.7,76.1,48
M87027,77.9,80.5,34
M87028,88.8,88.1,81
M87030,79.3,74.0,37
M87034,68.4,62.1,39
M87036,70.2,71.1,25
M87037,90.2,92.0,75
M87041,90.3,85.2,55
M87601,60.7,49.4,39
M87602,73.9,74.8,76
M87605,65.0,62.8,28
M87612,80.1,80.0,20
M87617,86.4,78.3,50
M87618,89.3,84.4,28
M87620,80.2,81.3,53
M87623,85.5,83.3,26
M87628,84.4,86.9,30
M87638,81.0,76.7,32
M88001,65.4,49.1,65
M88002,56.8,53.2,52
M88003,82.1,81.6,100
M88004,46.0,44.7,182
M88006,65.4,50.6,76
M88007,77.7,64.3,76
M88008,53.2,44.1,28
M88009,66.4,57.0,62
M88010,44.5,21.7,37
M88013,49.3,41.7,67
M88014,70.0,65.8,45
M88015,68.5,64.3,73
M88016,70.6,62.8,25
M88018,75.5,64.2,165
M88019,77.0,72.7,22
M88021,49.9,43.3,57
M88022,56.7,50.6,21
M88023,76.5,66.6,48
M88026,72.4,68.6,58
M88030,85.1,75.8,55
M88035,63.8,51.8,22
M88038,56.3,47.3,79
M88040,67.1,51.7,46
M88041,60.1,57.8,21
M88042,83.1,83.3,51
M88043,78.7,71.9,65
M88600,70.5,70.5,30
M88610,62.9,63.4,29
M88612,88.0,81.9,34
M88616,56.4,43.5,93
M88618,80.1,80.6,17
M88619,77.1,58.8,85
M88620,65.2,59.0,22
M88625,87.6,80.7,28
M88626,65.2,55.4,24
M88628,73.0,69.5,27
M88630,39.4,41.4,20
M88633,75.3,74.0,55
M88635,93.3,78.8,20
M88639,85.0,77.0,29
M88640,75.8,73.5,33
M88643,60.5,49.1,33
M88645,58.8,49.4,53
M88646,93.8,87.3,25
M88647,83.5,78.2,50
M91003,68.1,66.3,49
M91004,54.6,44.1,51
M91006,87.3,82.9,37
M91007,50.2,54.5,46
M91008,76.8,67.9,70
M91009,81.4,79.0,48
M91010,86.8,79.7,80
M91013,75.3,71.1,79
M91014,69.4,66.1,22
M91015,75.9,66.7,170
M91016,68.1,70.7,48
M91017,90.5,88.6,97
M91018,79.5,71.8,39
M91019,79.4,67.2,119
M91021,86.7,76.7,67
M91024,90.7,87.5,25
M91026,65.4,60.2,35
M91028,79.1,70.7,103
M91029,76.1,68.1,41
M91032,70.3,73.7,35
M91033,91.4,83.2,59
M91034,91.0,88.4,48
M91036,79.0,84.1,29
M91602,90.4,95.9,20
M91609,88.7,90.7,20
M91611,87.7,83.3,25
M91612,85.7,82.7,29
M91613,69.4,62.7,65
M91614,84.7,79.0,74
M91616,72.5,67.0,58
M91619,71.5,71.1,43
M91621,70.8,65.9,34
M91623,73.9,78.2,15
M91624,73.0,69.1,27
M91626,79.6,71.5,37
M91628,90.8,83.3,29
M91629,88.8,84.7,59
M91637,77.1,75.9,32
M91639,85.5,95.2,15
M91640,77.7,77.1,29
M91641,71.4,66.9,28
M91647,80.4,78.7,44
M91650,71.6,65.4,66
M91654,57.6,55.1,19
M91659,70.8,70.2,23
M92001,88.3,93.1,31
M92004,78.0,75.9,23
M92006,83.3,62.8,41
M92008,84.2,67.5,113
M92009,68.7,58.3,91
M92010,88.3,84.0,103
M92011,73.7,64.9,279
M92012,81.0,75.8,96
M92013,77.7,71.8,55
M92015,79.1,82.8,29
M92016,81.5,69.8,181
M92019,60.4,51.1,37
M92022,70.0,65.2,27
M92026,81.6,78.0,42
M92028,64.4,67.7,61
M92029,93.9,93.4,58
M92039,77.6,74.0,54
M92040,82.8,71.5,98
M92041,90.8,87.3,43
M92043,91.0,93.4,66
M92607,70.7,62.6,125
M92609,81.8,87.7,50
M92612,70.6,51.7,265
M92627,80.6,83.3,33
M92629,72.0,71.4,29
M92630,71.7,81.5,42
M92649,83.9,73.9,37
M92654,68.5,61.1,46
Y00228,63.6,70.2,16
Y00278,82.9,74.5,29
Y01756,89.9,85.3,58
Y02212,61.5,52.1,16
Y02626,66.5,64.1,29
Y02627,71.4,69.6,78
Y02636,80.3,74.4,53
Y02653,77.0,69.7,31
Y02701,59.4,49.8,47
Y02736,75.6,71.0,48
Y02757,66.6,71.3,83
J82001,86.1,79.6,86
J82002,78.3,70.7,114
J82005,94.5,82.4,47
J82007,86.7,82.1,321
J82009,88.8,82.1,145
J82010,83.1,77.3,161
J82012,88.5,87.2,106
J82015,75.5,74.1,75
J82016,94.6,92.7,89
J82017,81.6,76.5,114
J82018,89.0,87.0,171
J82019,91.2,85.4,142
J82020,71.6,63.8,105
J82021,87.6,81.6,83
J82024,70.7,63.3,158
J82025,87.6,88.8,138
J82026,73.9,66.6,130
J82033,65.1,50.0,63
J82034,88.8,88.8,131
J82035,79.7,67.4,138
J82036,94.7,87.0,27
J82039,74.9,74.5,89
J82040,76.8,77.0,134
J82042,74.1,76.8,124
J82049,76.6,68.0,236
J82050,88.1,88.5,217
J82051,56.5,55.6,215
J82053,94.1,94.3,107
J82056,63.0,58.5,146
J82058,62.2,48.7,123
J82059,95.4,90.3,71
J82061,80.1,76.7,109
J82062,89.6,77.9,142
J82064,74.7,70.2,108
J82066,65.5,62.8,143
J82067,76.3,73.2,153
J82069,49.3,44.9,264
J82071,88.3,82.2,119
J82072,54.1,49.8,64
J82074,91.3,84.3,151
J82075,85.4,89.1,64
J82076,72.9,64.6,163
J82079,83.7,81.2,67
J82080,84.2,88.6,375
J82081,73.4,61.2,213
J82082,66.2,64.1,84
J82083,66.1,57.1,327
J82084,59.8,56.2,37
J82087,88.0,92.4,69
J82088,70.8,58.3,102
J82092,81.2,85.3,68
J82094,86.3,79.2,176
J82098,80.8,72.0,312
J82099,78.4,81.0,119
J82101,86.4,82.5,175
J82103,93.8,92.0,122
J82104,57.1,59.5,77
J82106,95.5,88.9,69
J82110,67.9,64.1,194
J82112,60.3,46.6,147
J82115,92.2,87.5,55
J82116,92.2,94.9,96
J82119,86.7,86.7,93
J82120,92.1,91.1,98
J82121,81.6,76.7,81
J82122,59.1,48.5,66
J82124,89.2,85.5,94
J82125,78.6,72.6,65
J82126,80.0,83.3,38
J82128,82.4,67.8,73
J82129,72.7,76.4,59
J82130,90.0,81.6,221
J82131,84.7,78.8,111
J82132,69.3,71.9,101
J82134,44.9,33.6,115
J82136,80.6,90.9,96
J82138,61.5,59.7,113
J82139,85.7,67.1,146
J82142,67.1,62.5,78
J82143,85.4,76.6,147
J82144,58.5,54.2,165
J82145,51.1,50.2,92
J82146,91.7,88.1,56
J82147,80.9,77.8,66
J82150,88.0,72.2,111
J82151,89.0,88.6,52
J82152,67.8,56.7,59
J82154,39.0,41.3,142
J82156,88.7,84.9,78
J82157,86.6,75.6,152
J82161,83.5,84.4,92
J82163,56.4,42.9,97
J82169,79.3,83.6,68
J82174,70.2,64.4,104
J82178,85.2,84.0,111
J82181,67.7,66.2,64
J82184,89.0,73.0,39
J82196,79.4,81.0,124
J82198,68.8,62.6,41
J82201,80.1,85.8,65
J82207,91.7,94.7,110
J82208,94.5,87.2,70
J82210,71.5,73.8,74
J82213,67.8,63.5,42
J82214,85.1,82.3,86
J82215,67.5,69.3,95
J82216,75.2,70.3,105
J82217,100.0,100.0,4
J82218,77.8,64.6,135
J82605,83.7,90.3,43
J82622,61.1,59.6,290
J82625,97.8,97.1,49
J82628,72.6,62.2,43
J82630,77.4,71.5,48
J82639,91.0,91.2,180
J82640,88.1,85.1,64
J82646,74.4,70.2,123
J82669,51.2,39.2,45
J84003,81.1,76.1,73
J84004,87.0,80.7,80
J84005,72.2,72.7,67
J84007,80.0,81.6,58
J84008,81.5,85.0,47
J84011,68.5,70.4,174
J84012,82.5,79.3,124
J84013,76.7,71.1,225
J84015,61.4,64.5,99
J84016,74.1,77.6,53
J84017,77.9,78.3,71
J84019,83.8,85.4,104
Y01281,93.6,95.4,46
Y07014,65.8,55.9,91
E81002,82.8,80.8,84
E81003,68.4,74.0,143
E81004,65.1,54.9,79
E81005,79.7,71.2,86
E81006,73.5,70.7,70
E81007,83.6,88.4,58
E81008,68.2,52.5,84
E81009,85.7,85.4,109
E81010,92.2,81.8,83
E81012,77.1,65.6,102
E81013,66.3,64.9,107
E81014,78.3,62.9,141
E81015,76.8,70.3,110
E81016,46.2,38.8,29
E81018,72.5,61.8,97
E81019,75.6,76.9,164
E81021,63.7,72.1,136
E81022,66.9,69.7,127
E81024,83.2,82.2,53
E81025,69.4,62.8,51
E81026,80.9,68.4,79
E81027,50.7,52.4,65
E81028,71.3,61.9,107
E81029,75.7,76.3,138
E81030,59.0,54.9,62
E81031,74.7,70.8,40
E81032,73.4,62.3,343
E81033,71.7,73.0,144
E81034,76.0,73.7,63
E81035,64.7,59.0,66
E81036,53.1,49.2,68
E81037,68.3,67.3,266
E81038,75.4,73.4,167
E81040,73.3,67.5,70
E81041,63.1,60.0,84
E81043,65.1,63.0,70
E81044,63.3,57.3,123
E81045,75.1,66.3,79
E81046,88.4,81.1,112
E81047,70.5,63.1,130
E81048,85.1,79.8,90
E81049,81.9,79.4,67
E81050,87.2,84.5,116
E81052,71.7,63.3,61
E81057,60.2,55.5,132
E81060,86.9,87.1,54
E81061,79.0,77.2,55
E81063,77.7,74.5,68
E81069,71.5,63.9,37
E81073,67.0,63.1,118
E81074,78.6,78.0,96
E81076,84.8,72.4,45
E81612,66.2,54.4,36
E81615,81.7,84.2,35
E81617,86.6,82.5,46
E81631,74.5,65.4,71
E81632,71.6,62.0,60
E81633,70.2,65.0,35
E81635,81.4,81.3,62
K82003,69.6,57.2,109
K82009,74.5,70.5,312
K82013,82.2,79.1,121
K82015,55.6,52.2,57
K82016,70.3,66.1,210
K82025,89.7,86.0,101
K82026,75.9,62.7,159
K82027,65.1,43.3,41
K82032,70.8,70.0,87
K82039,72.3,70.0,115
K82054,62.0,64.0,66
K82057,89.4,83.8,84
K82059,75.6,68.7,66
K82064,79.4,76.1,60
K82065,64.7,62.5,141
K82610,76.5,71.1,65
K82615,73.0,72.7,108
K82617,87.4,84.7,72
K82631,84.4,79.6,135
K82633,67.8,63.7,108
Y00560,81.9,80.6,134
Y02332,56.3,58.7,98
Y02463,76.4,72.1,96
Y02900,55.1,40.8,110
Y06810,43.6,34.9,63
Y07040,15.3,27.2,0
M82002,77.0,78.8,80
M82003,74.0,69.7,183
M82004,65.8,47.1,136
M82005,87.4,74.6,89
M82006,77.7,71.5,95
M82007,74.9,54.9,117
M82008,82.1,80.0,65
M82009,59.8,61.8,68
M82010,82.9,80.5,148
M82011,84.2,80.2,39
M82012,52.5,36.2,73
M82013,79.3,76.8,22
M82014,83.0,94.6,85
M82016,82.9,83.4,92
M82017,77.9,79.6,38
M82018,87.5,85.1,65
M82019,79.2,80.4,74
M82020,88.8,86.2,40
M82021,88.0,86.4,80
M82022,85.3,81.7,125
M82023,95.5,94.5,76
M82024,100.0,98.6,42
M82025,71.7,71.7,160
M82026,83.4,65.4,112
M82028,89.7,78.1,141
M82030,89.4,78.9,98
M82032,56.0,56.3,94
M82033,94.9,93.7,57
M82034,91.6,92.9,78
M82035,79.3,82.5,103
M82038,51.7,49.4,71
M82039,54.9,53.4,88
M82040,90.0,87.0,59
M82041,97.7,95.2,75
M82042,55.4,52.5,34
M82043,90.3,82.9,73
M82046,95.7,97.1,40
M82047,80.5,75.7,92
M82048,81.3,79.8,57
M82051,79.7,72.1,40
M82056,95.4,95.0,158
M82057,92.5,88.7,70
M82058,95.9,95.4,42
M82059,93.5,94.5,161
M82060,94.2,91.3,89
M82601,69.1,73.8,18
M82606,68.4,56.8,40
M82616,79.4,74.6,66
M82620,90.6,92.5,29
Y01929,51.8,41.9,264
H81047,82.2,76.9,102
K81001,54.2,55.4,85
K81010,64.8,53.9,50
K81015,82.5,76.7,30
K81018,82.1,84.6,87
K81019,82.6,82.0,47
K81020,78.7,87.1,153
K81021,78.3,70.4,82
K81024,75.1,67.4,169
K81028,60.6,68.0,56
K81030,59.1,53.5,246
K81034,73.0,65.9,87
K81036,78.1,84.9,97
K81042,73.0,72.9,60
K81043,79.5,72.2,144
K81046,70.6,71.1,61
K81060,63.7,49.1,80
K81066,65.0,61.7,76
K81068,90.2,86.1,88
K81074,78.3,77.8,129
K81075,71.3,64.1,268
K81076,81.1,79.5,79
K81082,68.1,66.0,72
K81083,65.1,54.1,113
K81084,75.4,79.7,59
K81085,60.3,65.2,61
K81086,74.1,73.2,87
K81087,84.3,77.0,59
K81094,70.0,71.6,32
K81097,71.2,65.8,42
K81607,54.8,48.8,18
K81608,72.6,72.2,36
K81610,63.4,55.4,202
K81616,72.5,75.1,41
K81630,80.4,85.6,111
K81645,71.4,63.4,51
K81655,65.0,67.5,46
K81656,72.9,82.0,50
K81657,86.0,84.6,51
Y00265,63.4,63.8,96
Y00437,57.4,53.5,59
E84002,82.8,84.7,65
E84003,74.7,69.1,117
E84004,71.3,67.8,57
E84005,70.7,70.2,55
E84006,70.0,72.2,126
E84007,58.9,51.6,36
E84008,78.6,73.6,85
E84009,67.7,57.0,85
E84011,63.6,53.5,12
E84012,87.3,89.5,77
E84013,88.0,84.1,75
E84014,72.9,71.4,74
E84015,69.1,74.4,109
E84017,55.4,54.6,47
E84018,88.0,82.8,72
E84020,64.0,62.1,43
E84021,81.2,86.7,138
E84022,71.5,56.8,52
E84024,68.0,63.4,145
E84025,67.4,59.4,135
E84028,78.8,80.7,51
E84030,71.9,58.0,33
E84031,89.6,82.6,86
E84032,54.9,42.8,38
E84033,71.8,74.4,48
E84036,85.0,87.8,81
E84039,88.9,81.2,163
E84040,60.6,60.8,28
E84042,69.3,72.8,50
E84044,61.5,64.4,72
E84048,75.9,68.1,62
E84049,77.8,77.7,55
E84051,75.7,83.1,50
E84053,78.4,80.1,27
E84057,57.3,60.8,74
E84058,80.5,92.3,213
E84059,56.2,50.7,28
E84061,94.4,89.0,111
E84062,83.4,73.3,48
E84063,69.1,62.1,67
E84066,49.3,59.7,553
E84067,83.7,75.6,85
E84068,76.2,68.6,116
E84069,82.3,82.1,157
E84070,86.4,79.3,50
E84074,81.3,76.7,105
E84075,72.5,66.6,88
E84076,61.5,61.8,41
E84078,81.0,78.8,44
E84080,84.1,82.0,75
E84083,91.1,88.0,57
E84086,87.7,80.8,65
E84601,88.7,86.2,71
E84617,57.2,57.8,43
E84620,68.7,60.4,45
E84626,81.0,84.9,41
E84635,76.1,73.5,44
E84637,71.4,72.8,34
E84638,76.0,73.0,50
E84645,77.6,80.0,69
E84646,93.8,88.6,67
E84647,58.9,65.4,29
E84653,69.2,64.7,51
E84656,83.6,71.2,51
E84658,90.6,90.8,48
E84663,74.5,80.4,62
E84665,70.1,67.7,66
E84674,68.6,66.1,38
E84676,79.1,83.7,32
E84678,86.9,91.6,42
E84680,74.8,72.6,39
E84684,73.3,65.4,35
E84685,71.0,65.9,58
E84693,94.9,92.3,96
E84699,88.2,87.1,37
E84701,85.2,89.4,45
E84702,90.0,91.2,123
E84704,95.1,79.9,24
E84709,67.6,61.6,171
E85001,78.2,73.0,72
E85003,83.2,83.1,174
E85004,69.5,61.6,52
E85005,69.6,77.0,38
E85006,77.6,71.2,39
E85007,80.6,77.9,107
E85008,89.8,88.1,63
E85012,83.9,84.1,46
E85013,84.1,72.1,51
E85014,62.8,54.6,55
E85015,76.7,75.2,78
E85016,79.8,79.6,101
E85019,75.8,59.6,70
E85020,95.6,93.5,160
E85021,80.8,86.3,56
E85023,68.8,63.1,22
E85024,77.2,73.1,42
E85025,64.0,69.2,80
E85026,77.8,77.0,126
E85028,82.0,77.1,77
E85029,72.7,68.7,117
E85030,89.7,83.4,66
E85032,67.4,59.1,34
E85033,74.1,71.8,94
E85034,84.3,74.7,48
E85035,86.1,83.5,64
E85038,77.8,83.6,44
E85040,80.4,76.2,69
E85041,77.5,80.3,50
E85042,80.9,78.7,65
E85045,79.9,74.9,28
E85046,76.8,76.8,48
E85048,73.3,65.6,58
E85049,55.7,48.9,50
E85050,75.9,69.9,62
E85051,85.7,80.7,45
E85052,67.2,61.7,51
E85053,66.3,71.5,23
E85054,66.2,59.2,78
E85055,78.1,85.7,98
E85056,67.8,69.4,51
E85057,76.1,77.0,83
E85058,61.2,56.7,47
E85059,77.3,72.3,67
E85060,81.9,84.9,54
E85061,75.6,71.3,48
E85062,89.5,82.8,123
E85064,91.3,84.6,64
E85066,85.5,88.2,35
E85069,84.5,87.6,47
E85071,80.7,86.3,19
E85074,81.6,80.9,56
E85075,81.9,82.9,40
E85077,78.9,77.6,31
E85083,92.0,86.5,61
E85088,82.7,75.4,53
E85090,86.1,78.4,51
E85091,68.7,72.2,24
E85096,77.3,75.8,52
E85098,68.7,68.4,43
E85099,89.9,80.3,60
E85103,65.6,63.5,24
E85107,80.6,72.5,60
E85108,79.2,83.1,40
E85109,86.3,84.9,37
E85111,83.9,77.9,46
E85112,69.5,64.8,63
E85113,89.4,88.8,64
E85114,89.0,84.0,70
E85115,78.8,80.8,32
E85116,79.8,81.6,48
E85118,84.1,89.2,64
E85119,78.7,81.3,114
E85120,74.2,62.3,58
E85121,65.5,57.9,101
E85122,69.2,71.3,105
E85123,62.3,62.4,57
E85124,67.9,62.9,780
E85125,81.9,84.3,51
E85126,70.4,74.2,80
E85127,59.3,51.0,53
E85128,71.0,69.2,92
E85129,84.3,74.9,53
E85130,84.4,81.6,39
E85600,79.7,84.1,56
E85605,71.7,63.0,61
E85617,,,-97
E85623,76.9,74.1,23
E85624,75.5,70.2,57
E85628,79.3,68.6,77
E85633,57.1,49.9,59
E85635,77.9,76.7,44
E85636,90.2,88.8,135
E85640,67.8,68.6,26
E85643,88.1,80.9,61
E85649,73.1,76.1,36
E85656,64.2,62.0,35
E85657,85.0,75.6,103
E85658,87.3,87.8,42
E85659,67.0,65.4,16
E85663,75.5,73.5,83
E85677,84.5,81.1,70
E85680,69.4,65.9,75
E85681,80.4,76.3,74
E85682,59.4,61.4,36
E85683,78.6,74.3,34
E85685,83.3,78.1,104
E85687,85.9,83.9,49
E85693,64.3,59.3,148
E85694,85.7,77.6,47
E85696,83.1,83.2,67
E85697,83.5,79.4,53
E85699,66.2,61.4,45
E85707,75.2,81.3,59
E85708,72.8,73.9,59
E85712,65.2,60.2,67
E85713,77.7,75.3,51
E85715,70.2,65.6,54
E85716,75.0,71.0,126
E85718,74.3,71.7,39
E85719,85.4,84.5,92
E85721,93.5,93.7,21
E85725,88.9,86.4,70
E85726,83.8,85.8,29
E85734,61.6,58.3,38
E85735,77.1,80.6,52
E85736,77.9,71.6,56
